cancion_id;token;nltk_tag;spacy_pos;spacy_fine_pos
1;I;PRP;PRON;PRP
1;always;RB;ADV;RB
1;evaded;VBD;VERB;VBD
1;the;DT;DET;DT
1;truth;NN;NOUN;NN
1;Continued;VBD;VERB;VBD
1;to;TO;PART;TO
1;lose;VB;VERB;VB
1;a;DT;DET;DT
1;piece;NN;NOUN;NN
1;of;IN;ADP;IN
1;my;PRP$;PRON;PRP$
1;mind;NN;NOUN;NN
1;at;IN;ADP;IN
1;a;DT;DET;DT
1;time;NN;NOUN;NN
1;They;PRP;PRON;PRP
1;said;VBD;VERB;VBD
1;I;PRP;PRON;PRP
1;was;VBD;AUX;VBD
1;in;IN;ADP;IN
1;for;IN;ADP;IN
1;the;DT;DET;DT
1;win;NN;NOUN;NN
1;But;CC;CCONJ;CC
1;It;PRP;PRON;PRP
1;'s;VBZ;AUX;VBZ
1;not;RB;PART;RB
1;guaranteed;VBN;VERB;VBN
1;when;WRB;SCONJ;WRB
1;you;PRP;PRON;PRP
1;kill;VBP;VERB;VBP
1;to;TO;PART;TO
1;get;VB;VERB;VB
1;in;IN;ADP;RP
1;I;PRP;PRON;PRP
1;pray;VBP;VERB;VBP
1;to;TO;ADP;IN
1;the;DT;DET;DT
1;moon;NN;NOUN;NN
1;she;PRP;PRON;PRP
1;'s;VBZ;AUX;VBZ
1;greater;JJR;ADJ;JJR
1;than;IN;ADP;IN
1;I;PRP;PRON;PRP
1;Blood;NNP;NOUN;NN
1;for;IN;ADP;IN
1;blood;NN;NOUN;NN
1;yea;NN;ADJ;JJ
1;eye;NN;NOUN;NN
1;for;IN;ADP;IN
1;an;DT;DET;DT
1;eye;NN;NOUN;NN
1;If;IN;SCONJ;IN
1;it;PRP;PRON;PRP
1;'s;VBZ;AUX;VBZ
1;too;RB;ADV;RB
1;insidious;JJ;ADJ;JJ
1;Then;RB;ADV;RB
1;do;VBP;AUX;VBP
1;n't;RB;PART;RB
1;consider;VB;VERB;VB
1;this;DT;DET;DT
1;something;NN;PRON;NN
1;you;PRP;PRON;PRP
1;should;MD;AUX;MD
1;ever;RB;ADV;RB
1;fucking;VBG;INTJ;UH
1;try;VB;VERB;VB
1;no;DT;INTJ;UH
1;I;PRP;PRON;PRP
1;know;VBP;VERB;VBP
1;I;PRP;PRON;PRP
1;know;VBP;VERB;VBP
1;I;PRP;PRON;PRP
1;know;VBP;VERB;VBP
1;It;PRP;PRON;PRP
1;'s;VBZ;AUX;VBZ
1;not;RB;PART;RB
1;gon;JJ;VERB;VBG
1;na;TO;PART;TO
1;take;VB;VERB;VB
1;my;PRP$;PRON;PRP$
1;pain;NN;NOUN;NN
1;away;RB;ADV;RB
1;I;PRP;PRON;PRP
1;know;VBP;VERB;VBP
1;I;PRP;PRON;PRP
1;know;VBP;VERB;VBP
1;I;PRP;PRON;PRP
1;know;VBP;VERB;VBP
1;But;CC;CCONJ;CC
1;you;PRP;PRON;PRP
1;'re;VBP;AUX;VBP
1;going;VBG;VERB;VBG
1;to;TO;PART;TO
1;try;VB;VERB;VB
1;it;PRP;PRON;PRP
1;anyway;RB;ADV;RB
1;Tonight;VBD;NOUN;NN
1;when;WRB;SCONJ;WRB
1;I;PRP;PRON;PRP
1;ca;MD;AUX;MD
1;n't;RB;PART;RB
1;sleep;VB;VERB;VB
1;The;DT;DET;DT
1;memories;NNS;NOUN;NNS
1;that;WDT;PRON;WDT
1;haunt;VBP;VERB;VBP
1;me;PRP;PRON;PRP
1;Your;PRP$;PRON;PRP$
1;spirit;NN;NOUN;NN
1;is;VBZ;AUX;VBZ
1;present;JJ;ADJ;JJ
1;My;NNP;PRON;PRP$
1;thoughts;NN;NOUN;NNS
1;manifest;JJS;VERB;VBP
1;it;PRP;PRON;PRP
1;They;PRP;PRON;PRP
1;call;VBP;VERB;VBP
1;it;PRP;PRON;PRP
1;a;DT;DET;DT
1;séance;NN;NOUN;NN
1;I;PRP;PRON;PRP
1;call;VBP;VERB;VBP
1;it;PRP;PRON;PRP
1;what;WP;PRON;WP
1;made;VBD;VERB;VBD
1;us;PRP;PRON;PRP
1;I;PRP;PRON;PRP
1;summoned;VBD;VERB;VBD
1;a;DT;DET;DT
1;lover;NN;NOUN;NN
1;The;DT;DET;DT
1;heat;NN;NOUN;NN
1;of;IN;ADP;IN
1;a;DT;DET;DT
1;twin;NN;ADJ;JJ
1;flame;NN;NOUN;NN
1;Something;NNP;PRON;NN
1;is;VBZ;AUX;VBZ
1;telling;VBG;VERB;VBG
1;me;PRP;PRON;PRP
1;fight;JJ;NOUN;NN
1;Am;NNP;AUX;VBP
1;hearing;VBG;VERB;VBG
1;this;DT;DET;DT
1;right;JJ;NOUN;NN
1;'Cause;NN;SCONJ;IN
1;I;PRP;PRON;PRP
1;'m;VBP;AUX;VBP
1;hearing;VBG;VERB;VBG
1;it;PRP;PRON;PRP
1;every;DT;DET;DT
1;night;NN;NOUN;NN
1;But;CC;CCONJ;CC
1;I;PRP;PRON;PRP
1;do;VBP;AUX;VBP
1;n't;RB;PART;RB
1;know;VB;VERB;VB
1;where;WRB;SCONJ;WRB
1;to;TO;PART;TO
1;begin;VB;VERB;VB
1;'Cause;CD;SCONJ;IN
1;calling;VBG;VERB;VBG
1;your;PRP$;PRON;PRP$
1;name;NN;NOUN;NN
1;they;PRP;PRON;PRP
1;say;VBP;VERB;VBP
1;it;PRP;PRON;PRP
1;'s;VBZ;AUX;VBZ
1;a;DT;DET;DT
1;sin;NN;NOUN;NN
1;This;DT;DET;DT
1;crucifix;NN;NOUN;NN
1;on;IN;ADP;IN
1;my;PRP$;PRON;PRP$
1;neck;NN;NOUN;NN
1;is;VBZ;AUX;VBZ
1;burning;VBG;VERB;VBG
1;my;PRP$;PRON;PRP$
1;chest;NN;NOUN;NN
1;I;PRP;PRON;PRP
1;know;VBP;VERB;VBP
1;that;IN;SCONJ;IN
1;I;PRP;PRON;PRP
1;'m;VBP;AUX;VBP
1;damned;VBN;VERB;VBN
1;at;IN;ADV;RB
1;best;JJS;ADV;RBS
1;yeah;NN;INTJ;UH
1;Tonight;NN;NOUN;NN
1;when;WRB;SCONJ;WRB
1;I;PRP;PRON;PRP
1;ca;MD;AUX;MD
1;n't;RB;PART;RB
1;sleep;VB;VERB;VB
1;The;DT;DET;DT
1;memories;NNS;NOUN;NNS
1;that;WDT;PRON;WDT
1;haunt;VBP;VERB;VBP
1;me;PRP;PRON;PRP
1;Your;PRP$;PRON;PRP$
1;spirit;NN;NOUN;NN
1;is;VBZ;AUX;VBZ
1;present;JJ;ADJ;JJ
1;My;NNP;PRON;PRP$
1;thoughts;NN;NOUN;NNS
1;manifest;JJS;VERB;VBP
1;it;PRP;PRON;PRP
1;They;PRP;PRON;PRP
1;call;VBP;VERB;VBP
1;it;PRP;PRON;PRP
1;a;DT;DET;DT
1;séance;NN;NOUN;NN
1;I;PRP;PRON;PRP
1;call;VBP;VERB;VBP
1;it;PRP;PRON;PRP
1;what;WP;PRON;WP
1;made;VBD;VERB;VBD
1;us;PRP;PRON;PRP
1;I;PRP;PRON;PRP
1;summoned;VBD;VERB;VBD
1;a;DT;DET;DT
1;lover;NN;NOUN;NN
1;The;DT;DET;DT
1;heat;NN;NOUN;NN
1;of;IN;ADP;IN
1;a;DT;DET;DT
1;twin;JJ;ADJ;JJ
1;flame;NN;NOUN;NN
1;Two;CD;NUM;CD
1;souls;NNS;NOUN;NNS
1;nearing;VBG;VERB;VBG
1;the;DT;DET;DT
1;end;NN;NOUN;NN
1;of;IN;ADP;IN
1;our;PRP$;PRON;PRP$
1;earthly;JJ;ADJ;JJ
1;damnation;NN;NOUN;NN
1;Transcend;NNP;VERB;VBP
1;never;RB;ADV;RB
1;again;RB;ADV;RB
1;Our;PRP$;PRON;PRP$
1;love;NN;NOUN;NN
1;is;VBZ;AUX;VBZ
1;stronger;JJR;ADJ;JJR
1;stronger;JJR;ADJ;JJR
1;We;PRP;PRON;PRP
1;did;VBD;VERB;VBD
1;it;PRP;PRON;PRP
1;till;VB;SCONJ;IN
1;the;DT;DET;DT
1;end;NN;NOUN;NN
1;I;PRP;PRON;PRP
1;'d;MD;AUX;MD
1;live;VB;VERB;VB
1;and;CC;CCONJ;CC
1;die;VB;VERB;VB
1;again;RB;ADV;RB
1;I;PRP;PRON;PRP
1;did;VBD;VERB;VBD
1;it;PRP;PRON;PRP
1;all;DT;PRON;DT
1;for;IN;ADP;IN
1;you;PRP;PRON;PRP
1;My;VBP;PRON;PRP$
1;Juliet;JJ;PROPN;NNP
1;it;PRP;PRON;PRP
1;'s;VBZ;AUX;VBZ
1;true;JJ;ADJ;JJ
1;I;PRP;PRON;PRP
1;'ll;MD;AUX;MD
1;give;VB;VERB;VB
1;you;PRP;PRON;PRP
1;Romeo;NNP;PROPN;NNPS
1;Just;NNP;ADV;RB
1;to;TO;PART;TO
1;fucking;VBG;INTJ;UH
1;prove;VB;VERB;VB
1;Tonight;NNP;PROPN;NNP
1;when;WRB;SCONJ;WRB
1;I;PRP;PRON;PRP
1;ca;MD;AUX;MD
1;n't;RB;PART;RB
1;sleep;VB;VERB;VB
1;The;DT;DET;DT
1;memories;NNS;NOUN;NNS
1;that;WDT;PRON;WDT
1;haunt;VBP;VERB;VBP
1;me;PRP;PRON;PRP
1;Your;PRP$;PRON;PRP$
1;spirit;NN;NOUN;NN
1;is;VBZ;AUX;VBZ
1;present;JJ;ADJ;JJ
1;My;NNP;PRON;PRP$
1;thoughts;NN;NOUN;NNS
1;manifest;JJS;VERB;VBP
1;it;PRP;PRON;PRP
1;They;PRP;PRON;PRP
1;call;VBP;VERB;VBP
1;it;PRP;PRON;PRP
1;a;DT;DET;DT
1;séance;NN;NOUN;NN
1;I;PRP;PRON;PRP
1;call;VBP;VERB;VBP
1;it;PRP;PRON;PRP
1;what;WP;PRON;WP
1;made;VBD;VERB;VBD
1;us;PRP;PRON;PRP
1;I;PRP;PRON;PRP
1;summoned;VBD;VERB;VBD
1;a;DT;DET;DT
1;lover;NN;NOUN;NN
1;The;DT;DET;DT
1;heat;NN;NOUN;NN
1;of;IN;ADP;IN
1;a;DT;DET;DT
1;twin;NN;ADJ;JJ
1;flame;NN;NOUN;NN
2;Roddy;NNP;PROPN;NNP
2;s;PRP;PART;POS
2;daddy;VBP;NOUN;NN
2;Denny;NNP;PROPN;NNP
2;saved;VBD;VERB;VBD
2;every;DT;DET;DT
2;penny;NN;NOUN;NN
2;To;TO;PART;TO
2;buy;VB;VERB;VB
2;a;DT;DET;DT
2;guitar;NN;NOUN;NN
2;for;IN;ADP;IN
2;Rod;NNP;PROPN;NNP
2;Three;NNP;PROPN;NNP
2;jobs;NNS;NOUN;NNS
2;a;DT;DET;DT
2;day;NN;NOUN;NN
2;he;PRP;PRON;PRP
2;took;VBD;VERB;VBD
2;all;DT;DET;PDT
2;his;PRP$;PRON;PRP$
2;pay;NN;NOUN;NN
2;And;CC;CCONJ;CC
2;he;PRP;PRON;PRP
2;went;VBD;VERB;VBD
2;down;RB;ADP;RP
2;to;TO;ADP;IN
2;Don;NNP;PROPN;NNP
2;s;JJ;PART;POS
2;pawn;NN;NOUN;NN
2;shop;NN;NOUN;NN
2;Don;NNP;PROPN;NNP
2;said;VBD;VERB;VBD
2;Denny;NNP;PROPN;NNP
2;If;IN;SCONJ;IN
2;you;PRP;PRON;PRP
2;buy;VBP;VERB;VBP
2;this;DT;DET;DT
2;guitar;NN;NOUN;NN
2;Your;NNP;PRON;PRP$
2;son;NN;NOUN;NN
2;will;MD;AUX;MD
2;be;VB;AUX;VB
2;a;DT;DET;DT
2;rock;NN;NOUN;NN
2;n;NN;CCONJ;CC
2;roll;NN;PROPN;NNP
2;star;NN;NOUN;NN
2;Roddy;NNP;PROPN;NNP
2;tried;VBD;VERB;VBD
2;his;PRP$;PRON;PRP$
2;best;JJS;ADJ;JJS
2;he;PRP;PRON;PRP
2;couldn;VBZ;PROPN;NNP
2;t;JJ;PROPN;NNP
2;pass;NN;VERB;VB
2;the;DT;DET;DT
2;test;NN;NOUN;NN
2;But;CC;CCONJ;CC
2;he;PRP;PRON;PRP
2;knew;VBD;VERB;VBD
2;that;IN;SCONJ;IN
2;he;PRP;PRON;PRP
2;would;MD;AUX;MD
2;some;DT;DET;DT
2;day;NN;NOUN;NN
2;Roddy;NNP;PROPN;NNP
2;s;NN;PART;POS
2;baby;NN;NOUN;NN
2;Betty;NNP;PROPN;NNP
2;she;PRP;PRON;PRP
2;s;VBD;AUX;VBZ
2;got;VBD;VERB;VBD
2;a;DT;DET;DT
2;baby;NN;NOUN;NN
2;That;IN;PRON;WDT
2;she;PRP;PRON;PRP
2;had;VBD;VERB;VBD
2;with;IN;ADP;IN
2;Rod;NNP;PROPN;NNP
2;s;VBP;PART;POS
2;friend;NN;NOUN;NN
2;Roge;NNP;PROPN;NNP
2;Sucking;NNP;PROPN;NNP
2;on;IN;ADP;IN
2;a;DT;DET;DT
2;jelly;RB;NOUN;NN
2;donut;NN;NOUN;NN
2;at;IN;ADP;IN
2;the;DT;DET;DT
2;deli;JJ;NOUN;NN
2;Betty;NNP;PROPN;NNP
2;s;NN;PART;POS
2;baby;NN;NOUN;NN
2;cries;NNS;NOUN;NNS
2;for;IN;ADP;IN
2;Rod;NNP;PROPN;NNP
2;Denny;NNP;PROPN;NNP
2;called;VBD;VERB;VBN
2;Betty;NNP;PROPN;NNP
2;said;VBD;VERB;VBD
2;Stay;NNP;VERB;VB
2;away;RB;ADV;RB
2;from;IN;ADP;IN
2;my;PRP$;PRON;PRP$
2;son;NN;NOUN;NN
2;Betty;NNP;PROPN;NNP
2;said;VBD;VERB;VBD
2;Denny;NNP;PROPN;NNP
2;Roge;NNP;PROPN;NNP
2;and;CC;CCONJ;CC
2;I;PRP;PRON;PRP
2;are;VBP;AUX;VBP
2;finished;VBN;VERB;VBN
2;And;CC;CCONJ;CC
2;Rod;NNP;PROPN;NNP
2;is;VBZ;AUX;VBZ
2;my;PRP$;PRON;PRP$
2;number;NN;NOUN;NN
2;one;CD;NUM;CD
2;Betty;NNP;PROPN;NNP
2;s;NN;PART;POS
2;dad;NN;NOUN;NN
2;Kenny;NNP;PROPN;NNP
2;talked;VBD;VERB;VBD
2;to;TO;ADP;IN
2;Betty;NNP;PROPN;NNP
2;s;JJ;PART;POS
2;mom;NN;NOUN;NN
2;Jenny;NNP;PROPN;NNP
2;And;CC;CCONJ;CC
2;said;VBD;VERB;VBD
2;What;WP;PRON;WP
2;can;MD;AUX;MD
2;we;PRP;PRON;PRP
2;do;VB;VERB;VB
2;Betty;NNP;PROPN;NNP
2;s;VB;PART;POS
2;daddy;JJ;NOUN;NN
2;Kenny;NNP;PROPN;NNP
2;he;PRP;PRON;PRP
2;called;VBD;VERB;VBD
2;back;RP;ADV;RB
2;Denny;NNP;PROPN;NNP
2;And;CC;CCONJ;CC
2;said;VBD;VERB;VBD
2;that;IN;SCONJ;IN
2;he;PRP;PRON;PRP
2;and;CC;CCONJ;CC
2;Rod;NNP;PROPN;NNP
2;are;VBP;AUX;VBP
2;true;JJ;ADJ;JJ
2;Betty;NNP;PROPN;NNP
2;too;RB;ADV;RB
2;knows;VBZ;VERB;VBZ
2;that;IN;SCONJ;IN
2;it;PRP;PRON;PRP
2;s;VBZ;VERB;VBZ
2;true;JJ;ADJ;JJ
2;that;IN;SCONJ;IN
2;it;PRP;PRON;PRP
2;s;VBD;AUX;VBZ
2;gon;VBG;VERB;VBG
2;na;TO;PART;TO
2;come;VB;VERB;VB
2;true;JJ;ADJ;JJ
2;That;IN;SCONJ;IN
2;rock;NN;NOUN;NN
2;n;CC;CCONJ;CC
2;roll;NN;NOUN;NN
2;dreams;NNS;NOUN;NNS
2;ll;VBD;AUX;MD
2;come;VBN;VERB;VB
2;through;IN;ADP;IN
2;That;DT;SCONJ;IN
2;it;PRP;PRON;PRP
2;will;MD;AUX;MD
2;be;VB;AUX;VB
2;true;JJ;ADJ;JJ
2;that;IN;SCONJ;IN
2;rock;NN;NOUN;NN
2;n;CC;CCONJ;CC
2;roll;NN;NOUN;NN
2;dreams;NNS;NOUN;NNS
2;ll;VBD;AUX;MD
2;come;VBN;VERB;VB
2;through;IN;ADP;IN
2;Listen;NNP;VERB;VB
2;everybody;NN;PRON;NN
2;rock;NN;NOUN;NN
2;n;CC;CCONJ;CC
2;roll;NN;NOUN;NN
2;dreams;NNS;NOUN;NNS
2;ll;VBD;AUX;MD
2;come;VBN;VERB;VB
2;through;IN;ADP;IN
2;The;DT;DET;DT
2;music;NN;NOUN;NN
2;is;VBZ;AUX;VBZ
2;the;DT;DET;DT
2;master;NN;NOUN;NN
2;can;MD;AUX;MD
2;t;VB;VERB;VB
2;you;PRP;PRON;PRP
2;hear;VBP;VERB;VB
2;it;PRP;PRON;PRP
2;calling;VBG;VERB;VBG
2;you;PRP;PRON;PRP
2;The;DT;DET;DT
2;rock;NN;NOUN;NN
2;will;MD;AUX;MD
2;bathe;VB;VERB;VB
2;you;PRP;PRON;PRP
2;the;DT;DET;DT
2;roll;NN;NOUN;NN
2;could;MD;AUX;MD
2;save;VB;VERB;VB
2;you;PRP;PRON;PRP
2;If;IN;SCONJ;IN
2;you;PRP;PRON;PRP
2;re;VBP;VERB;VBP
2;one;CD;NUM;CD
2;of;IN;ADP;IN
2;the;DT;DET;DT
2;chosen;NN;VERB;VBN
2;few;JJ;ADJ;JJ
2;That;IN;SCONJ;IN
2;the;DT;DET;DT
2;dream;NN;NOUN;NN
2;comes;VBZ;VERB;VBZ
2;true;JJ;ADJ;JJ
2;that;IN;SCONJ;IN
2;rock;NN;NOUN;NN
2;n;CC;CCONJ;CC
2;roll;NN;NOUN;NN
2;dreams;NNS;NOUN;NNS
2;ll;VBD;AUX;MD
2;come;VBN;VERB;VB
2;through;IN;ADP;IN
2;Roddy;NNP;PROPN;NNP
2;s;VBP;PART;POS
2;brother;NN;NOUN;NN
2;Buddy;NNP;PROPN;NNP
2;he;PRP;PRON;PRP
2;s;VBD;AUX;VBZ
2;got;VBD;VERB;VBD
2;a;DT;DET;DT
2;buddy;NN;NOUN;NN
2;Who;NNP;PRON;WP
2;works;VBZ;VERB;VBZ
2;at;IN;ADP;IN
2;the;DT;DET;DT
2;five;CD;NUM;CD
2;and;CC;CCONJ;CC
2;dime;NN;VERB;VB
2;Whose;NNP;DET;WP$
2;uncle;NN;NOUN;NN
2;Ron;NNP;PROPN;NNP
2;runs;VBZ;VERB;VBZ
2;a;DT;DET;DT
2;recording;NN;NOUN;NN
2;studio;NN;NOUN;NN
2;Roddy;NNP;PROPN;NNP
2;shows;VBZ;VERB;VBZ
2;up;RP;ADP;RP
2;with;IN;ADP;IN
2;a;DT;DET;DT
2;six;CD;NUM;CD
2;string;NN;NOUN;NN
2;friend;NN;NOUN;NN
2;And;CC;CCONJ;CC
2;a;DT;DET;DT
2;head;JJ;NOUN;NN
2;full;JJ;ADJ;JJ
2;of;IN;ADP;IN
2;tunes;NNS;NOUN;NNS
2;Laid;NNP;VERB;VBN
2;down;RB;ADP;RP
2;some;DT;DET;DT
2;tracks;NNS;NOUN;NNS
2;and;CC;CCONJ;CC
2;the;DT;DET;DT
2;tape;NN;NOUN;NN
2;burned;VBD;VERB;VBN
2;with;IN;ADP;IN
2;rock;NN;PROPN;NNP
2;n;NNS;CCONJ;CC
2;roll;VBP;NOUN;NN
2;fire;NN;NOUN;NN
2;Rod;NNP;PROPN;NNP
2;took;VBD;VERB;VBD
2;the;DT;DET;DT
2;tape;NN;NOUN;NN
2;to;TO;ADP;IN
2;Radio;NNP;PROPN;NNP
2;Rob;NNP;PROPN;NNP
2;The;DT;DET;DT
2;biggest;JJS;ADJ;JJS
2;DJ;NN;NOUN;NN
2;in;IN;ADP;IN
2;the;DT;DET;DT
2;land;NN;NOUN;NN
2;Rob;NNP;PROPN;NNP
2;told;VBD;VERB;VBD
2;Rod;NNP;PROPN;NNP
2;that;IN;SCONJ;IN
2;it;PRP;PRON;PRP
2;rocks;VBZ;VERB;VBZ
2;Rod;NNP;PROPN;NNP
2;told;VBD;VERB;VBD
2;Rob;NNP;PROPN;NNP
2;get;VB;VERB;VB
2;it;PRP;PRON;PRP
2;on;IN;ADP;IN
2;the;DT;DET;DT
2;air;NN;NOUN;NN
2;Record;NNP;PROPN;NNP
2;Store;NNP;PROPN;NNP
2;Ben;NNP;PROPN;NNP
2;said;VBD;VERB;VBD
2;I;PRP;PRON;PRP
2;ll;VBP;AUX;MD
2;take;VB;VERB;VB
2;ten;JJ;NUM;CD
2;no;DT;DET;DT
2;fifty;JJ;NUM;CD
2;five;CD;NUM;CD
2;45s;CD;NUM;CD
2;The;DT;DET;DT
2;very;RB;ADV;RB
2;next;JJ;ADJ;JJ
2;night;NN;NOUN;NN
2;the;DT;DET;DT
2;song;NN;NOUN;NN
2;hit;VBD;VERB;VBD
2;the;DT;DET;DT
2;charts;NNS;NOUN;NNS
2;Straight;NNP;ADV;RB
2;in;IN;ADV;RB
2;at;IN;ADP;IN
2;number;NN;NOUN;NN
2;one;CD;NUM;CD
2;It;PRP;PRON;PRP
2;took;VBD;VERB;VBD
2;a;DT;DET;DT
2;lot;NN;NOUN;NN
2;of;IN;ADP;IN
2;work;NN;NOUN;NN
2;blood;NN;NOUN;NN
2;sweat;NN;NOUN;NN
2;and;CC;CCONJ;CC
2;tears;NNS;NOUN;NNS
2;And;CC;CCONJ;CC
2;Roddy;NNP;PROPN;NNP
2;s;RB;VERB;VBZ
2;now;RB;ADV;RB
2;a;DT;DET;DT
2;rock;NN;NOUN;NN
2;n;NN;CCONJ;CC
2;roll;NN;NOUN;NN
2;star;NN;NOUN;NN
2;He;PRP;PRON;PRP
2;ll;VBZ;AUX;MD
2;be;VB;AUX;VB
2;the;DT;DET;DT
2;first;JJ;ADJ;JJ
2;to;TO;PART;TO
2;tell;VB;VERB;VB
2;you;PRP;PRON;PRP
2;That;IN;DET;DT
2;rock;NN;NOUN;NN
2;n;CC;CCONJ;CC
2;roll;NN;NOUN;NN
2;dreams;NNS;NOUN;NNS
2;ll;VBD;AUX;MD
2;come;VBN;VERB;VB
2;through;IN;ADP;IN
2;Listen;NNP;VERB;VB
2;everybody;NN;PRON;NN
2;rock;NN;NOUN;NN
2;n;CC;CCONJ;CC
2;roll;NN;NOUN;NN
2;dreams;NNS;NOUN;NNS
2;ll;VBD;AUX;MD
2;come;VBN;VERB;VB
2;through;IN;ADP;IN
2;The;DT;DET;DT
2;music;NN;NOUN;NN
2;is;VBZ;AUX;VBZ
2;the;DT;DET;DT
2;master;NN;NOUN;NN
2;can;MD;AUX;MD
2;t;VB;VERB;VB
2;you;PRP;PRON;PRP
2;hear;VBP;VERB;VB
2;it;PRP;PRON;PRP
2;calling;VBG;VERB;VBG
2;you;PRP;PRON;PRP
2;The;DT;DET;DT
2;rock;NN;NOUN;NN
2;will;MD;AUX;MD
2;bathe;VB;VERB;VB
2;you;PRP;PRON;PRP
2;the;DT;DET;DT
2;roll;NN;NOUN;NN
2;should;MD;AUX;MD
2;save;VB;VERB;VB
2;you;PRP;PRON;PRP
2;If;IN;SCONJ;IN
2;you;PRP;PRON;PRP
2;re;VBP;VERB;VBP
2;one;CD;NUM;CD
2;of;IN;ADP;IN
2;the;DT;DET;DT
2;chosen;NN;VERB;VBN
2;few;JJ;ADJ;JJ
2;That;IN;SCONJ;IN
2;the;DT;DET;DT
2;dream;NN;NOUN;NN
2;comes;VBZ;VERB;VBZ
2;true;JJ;ADJ;JJ
2;that;IN;SCONJ;IN
2;rock;NN;NOUN;NN
2;n;CC;CCONJ;CC
2;roll;NN;NOUN;NN
2;dreams;NNS;NOUN;NNS
2;ll;VBD;AUX;MD
2;come;VBN;VERB;VB
2;through;IN;ADP;IN
3;Yeah;UH;INTJ;UH
3;gang;NN;NOUN;NN
3;Ai;VBP;AUX;NNP
3;n't;RB;PART;RB
3;gon;VB;VERB;VB
3;';'';PUNCT;''
3;lie;NN;NOUN;NN
3;we;PRP;PRON;PRP
3;in;IN;ADP;IN
3;this;DT;DET;DT
3;bitch;NN;NOUN;NN
3;deep;RB;ADV;RB
3;as;IN;ADP;IN
3;hell;NN;NOUN;NN
3;Switches;NNP;NOUN;NNS
3;and;CC;CCONJ;CC
3;Dracs;NNP;PROPN;NNP
3;Yeah;NNP;INTJ;UH
3;Man;NNP;PROPN;NNP
3;that;IN;DET;DT
3;shit;VBD;NOUN;NN
3;I;PRP;PRON;PRP
3;said;VBD;VERB;VBD
3;'bout;IN;ADP;IN
3;dude;NN;NOUN;NN
3;I;PRP;PRON;PRP
3;ai;VBP;AUX;VBP
3;n't;RB;PART;RB
3;write;VB;VERB;VB
3;that;IN;SCONJ;IN
3;they;PRP;PRON;PRP
3;ai;VBP;VERB;VBP
3;n't;RB;PART;RB
3;like;IN;VERB;VB
3;that;DT;DET;DT
3;Man;NNP;NOUN;NN
3;them;PRP;PRON;PRP
3;7;CD;NUM;CD
3;62s;CD;NOUN;NNS
3;all;DT;ADV;RB
3;to;TO;ADP;IN
3;his;PRP$;PRON;PRP$
3;face;NN;NOUN;NN
3;and;CC;CCONJ;CC
3;he;PRP;PRON;PRP
3;ca;MD;AUX;MD
3;n't;RB;PART;RB
3;fight;VB;VERB;VB
3;that;IN;SCONJ;IN
3;Niggas;NNP;PROPN;NNP
3;talkin;NNP;NOUN;NN
3;';POS;PUNCT;''
3;'bout;NN;ADP;IN
3;who;WP;PRON;WP
3;they;PRP;PRON;PRP
3;killed;VBD;VERB;VBD
3;in;IN;ADP;IN
3;here;RB;ADV;RB
3;psh;JJ;NOUN;NN
3;man;NN;NOUN;NN
3;where;WRB;SCONJ;WRB
3;my;PRP$;PRON;PRP$
3;pipe;NN;NOUN;NN
3;at;IN;ADP;IN
3;Ai;NNP;PROPN;NNP
3;n't;RB;PART;RB
3;gon;VBD;VERB;VB
3;';'';PUNCT;''
